Streetname,Street Range (FROM - TO),Postcode,Area
Αχαρνών,,4185,Ύψωνας
Αχελώου,,3111,Λεμεσός
Αχερίτου,,4107,'Αγιος Αθανάσιος
Αχέρωνος,,3111,Λεμεσός
Αχιλλέα Λυμπουρίδη,,3118,Λεμεσός
Αχιλλέα Λυμπουρίδη,,4105,'Αγιος Αθανάσιος
Αχιλλέα Πυλιώτη,,4106,'Αγιος Αθανάσιος
Αχιλλέως,,3016,Λεμεσός
Αχιλλέως,,4002,Μέσα Γειτονιά
Αχιλλέως,,4044,Γερμασόγεια
Αχιλλέως,,4182,Ύψωνας
Άχνας,,3076,Λεμεσός
Αχυρώνος Λιοπετρίου,,4102,'Αγιος Αθανάσιος
Β,,,
Βαβυλά,,4102,'Αγιος Αθανάσιος
Βαβυλώνος,,4007,Μέσα Γειτονιά
Βαβυλώνος,,4049,Γερμασόγεια
Βαβυλώνος,,4180,Ύψωνας
Βαγιαζίτ,,3042,Λεμεσός
Βάγκνερ,,3091,Λεμεσός
Βάθης,,4040,Γερμασόγεια
Βακχίδων,,4044,Γερμασόγεια
Βάκχου,,3051,Λεμεσός
Βάκχου,,4180,Ύψωνας
Βακχυλίδου,,3091,Λεμεσός
Βαλδουΐνου,,4152,Κάτω Πολεμίδια
Βαλκανίων,,3110,Λεμεσός
Βάλτερ Γκρόπιους,,3076,Λεμεσός
Βαλτετσίου,,3091,Λεμεσός
Βαν Ντάϊκ,,3110,Λεμεσός
Βαρβακείου,,4002,Μέσα Γειτονιά
Βάρκιζας,,4180,Ύψωνας
Βασίλειας,,4130,Πάνω Πολεμίδια
Βασίλειας Πάροδος,,4130,Πάνω Πολεμίδια
Βασιλείου Αλεξάνδρου,,3020,Λεμεσός
Βασιλείου Αλεξάνδρου,,4002,Μέσα Γειτονιά
Βασιλείου Βουλγαροκτόνου,,3066,Λεμεσός
Βασιλείου Βουλγαροκτόνου,,4190,Ύψωνας
Βασιλείου Βρυωνίδη,,3095,Λεμεσός
Βασιλείου Ζώτου,,3115,Λεμεσός
Βασιλείου Κουσουλή,,3020,Λεμεσός
Βασιλείου Μακεδόνος,,3040,Λεμεσός
Βασιλείου Ρώτα,,3075,Λεμεσός
Βασιλείου του Μεγάλου,,3087,Λεμεσός
Βασιλέων Όθωνος και Αμαλίας,,3032,Λεμεσός
Βασιλέως Γεωργίου,1 - 35,4040,Γερμασόγεια
Βασιλέως Γεωργίου,"2 - 68, 37 - 83",4047,Γερμασόγεια
Βασιλέως Γεωργίου,70 - τ. 85 - τ.,4048,Γερμασόγεια
Βασιλέως Γεωργίου,,4150,Κάτω Πολεμίδια
Βασιλέως Γεωργίου,,3077,Λεμεσός
Βασιλέως Γεωργίου,,4150,Κάτω Πολεμίδια
Βασιλέως Ευαγόρου,,3061,Λεμεσός
Βασιλέως Κωνσταντίνου A',"1 - 47, 2 - 54",3075,Λεμεσός
Βασιλέως Κωνσταντίνου A',"49 - 69, 56 - 84",3076,Λεμεσός
Βασιλέως Κωνσταντίνου A',"71 - 85, 86 - 96",3077,Λεμεσός
Βασιλέως Κωνσταντίνου A',87 - τ. 98 - τ.,3080,Λεμεσός
Βασιλέως Παύλου,,3052,Λεμεσός
Βασίλη Αυλωνίτη,,3047,Λεμεσός
Βασίλη Αυλωνίτη,,4155,Κάτω Πολεμίδια
Βασίλη Κούλη,,4155,Κάτω Πολεμίδια
Βασίλη Λογοθετίδη,,3077,Λεμεσός
Βασίλη Μιχαηλίδη,,3026,Λεμεσός
Βασίλη Μιχαηλίδη,,4150,Κάτω Πολεμίδια
Βασίλη Μιχαηλίδη,,4194,Ύψωνας
Βασίλη Τσιτσάνη,,3120,Λεμεσός
Βασίλη Τσιτσάνη,,4154,Κάτω Πολεμίδια
Βασίλη Χαπέσιη,,4156,Κάτω Πολεμίδια
Βασιλικού,,4100,'Αγιος Αθανάσιος
Βασιλίσσης,,3042,Λεμεσός
Βασιλίσσης Καρλόττας,,3040,Λεμεσός
Βασιλίσσης Όλγας,,4150,Κάτω Πολεμίδια
Βασιλίσσης Σοφίας,,4150,Κάτω Πολεμίδια
Βάσου Γερμασοΐτη,,4044,Γερμασόγεια
Βατιλής,,4130,Πάνω Πολεμίδια
Βατιλής,,4182,Ύψωνας
Βελγίου,,3119,Λεμεσός
Βελεστίνου,,3085,Λεμεσός
Βελιγραδίου,,3117,Λεμεσός
Βενιαμίν Φραγκλίνου,,3076,Λεμεσός
Βεργίνας,,3116,Λεμεσός
Βεργίνας,,4184,Ύψωνας
Βέρντι,,3111,Λεμεσός
Βεροίας,,3071,Λεμεσός
Βεροίας,,4151,Κάτω Πολεμίδια
Βεροίας Πάροδος,,4151,Κάτω Πολεμίδια
Βεροίας,,4186,Ύψωνας
Βερολίνου,,3052,Λεμεσός
Βερσαλλιών,,3012,Λεμεσός
Βηθλεέμ,,4105,'Αγιος Αθανάσιος
Βηθλεέμ,,4184,Ύψωνας
Βηρυτού,,3083,Λεμεσός
Βήσσης,,4043,Γερμασόγεια
Βιέννης,,3117,Λεμεσός
Βιέννης,,4187,Ύψωνας
Βικεντίου Σπινόζα,,4106,'Αγιος Αθανάσιος
Βίκτωρος Ουγγώ,"1 - 19, 2 - 22",3022,Λεμεσός
Βίκτωρος Ουγγώ,21 - τ. 24 - τ.,3021,Λεμεσός
Βίκτωρος Ουγγώ,,4045,Γερμασόγεια
Βίκτωρος Ουγγώ,,4191,Ύψωνας
Βίκυς Μοσχολιού,,3012,Λεμεσός
Βιολέτας,,3110,Λεμεσός
Βιομηχανίας,,3055,Λεμεσός
Βιοτεχνικής Περιοχής,,4130,Πάνω Πολεμίδια
Βιργιλίου,,3076,Λεμεσός
Βιστούλα,,3012,Λεμεσός
Βίωνος,,3091,Λεμεσός
Βλαδίμηρου Καυκαρίδη,,3112,Λεμεσός
Βλαδίμηρου Καυκαρίδη,,4044,Γερμασόγεια
Βλαδίμηρου Καυκαρίδη,,4104,'Αγιος Αθανάσιος
Βλαδίμηρου Καυκαρίδη,,4157,Κάτω Πολεμίδια
Βλαχάβα,,4157,Κάτω Πολεμίδια
Βοδενών,,4159,Κάτω Πολεμίδια
Βοθύλακα,,4004,Μέσα Γειτονιά
Βοιωτίας,,3026,Λεμεσός
Βοιωτίας,,4046,Γερμασόγεια
Βοιωτίας,,4186,Ύψωνας
Βόλγα,,3065,Λεμεσός
Βόλου,,3116,Λεμεσός
Βόλου,,4043,Γερμασόγεια
Βόλου,,4187,Ύψωνας
Βολταίρου,,3015,Λεμεσός
Βολταίρου,,4046,Γερμασόγεια
Βόλφγκανγκ Μότσαρτ,,3096,Λεμεσός
Βορείου Ηπείρου,,3022,Λεμεσός
Βορείου Ηπείρου,,4005,Μέσα Γειτονιά
Βορείου Ηπείρου,,4194,Ύψωνας
Βοσπόρου,,3050,Λεμεσός
Βοσπόρου,,4047,Γερμασόγεια
Βοσπόρου,,4106,'Αγιος Αθανάσιος
Βοσπόρου,,4182,Ύψωνας
Βουδαπέστης,,3091,Λεμεσός
Βουκουρεστίου,,3045,Λεμεσός
Βουλιαγμένης,,4003,Μέσα Γειτονιά
Βουλιαγμένης,,4184,Ύψωνας
Βουργουνδίας,,3046,Λεμεσός
Βουστρωνίου,,3117,Λεμεσός
Βουφαβέντο,,3115,Λεμεσός
Βουφαβέντο,,4102,'Αγιος Αθανάσιος
Βουφαβέντο,,4194,Ύψωνας
Βρασίδα,,3111,Λεμεσός
Βρισηiδος,,3087,Λεμεσός
Βρισηiδος,,4046,Γερμασόγεια
Βρούτου,,3087,Λεμεσός
Βρυξελλών,"1 - 11, 2 - 12",3107,Λεμεσός
Βρυξελλών,13 - τ. 14 - τ.,3101,Λεμεσός
Βυζαντίου,,3065,Λεμεσός
Βυζαντίου,,4184,Ύψωνας
Βύζαντος,,3010,Λεμεσός
Βύνης,,3117,Λεμεσός
Γ,,,
Γάγγη,,3082,Λεμεσός
Γαλάτας,,4106,'Αγιος Αθανάσιος
Γαλήνης,,4159,Κάτω Πολεμίδια
Γαληνού,,3052,Λεμεσός
Γαληνού,,4193,Ύψωνας
Γαλιλαίας,,4103,'Αγιος Αθανάσιος
Γαλιλαίου Γαλιλέϊ,"1 - 47, 2 - 40",3015,Λεμεσός
Γαλιλαίου Γαλιλέϊ,42 - τ. 49 - τ.,3011,Λεμεσός
Γαλιλαίου Γαλιλέϊ,,4186,Ύψωνας
Γαλλίας,,3119,Λεμεσός
Γαρδένιας,,3110,Λεμεσός
Γαριβάλδη,,3116,Λεμεσός
Γαστριών,,4130,Πάνω Πολεμίδια
Γαστών Σχίζα,,3120,Λεμεσός
Γαύδου,,4007,Μέσα Γειτονιά
Γενεθλίου Μιτέλλα,,3036,Λεμεσός
Γενεύης,,3116,Λεμεσός
Γενναδίου Σχολαρίου,,4003,Μέσα Γειτονιά
Γενναίων,,4159,Κάτω Πολεμίδια
Γερανίου,,3111,Λεμεσός
Γερανίου,,4007,Μέσα Γειτονιά
Γερανίου,,4040,Γερμασόγεια
Γερασίμου Μαρκορά,,3085,Λεμεσός
Γερμανίας,,3119,Λεμεσός
Γερόγιαννου,,4188,Ύψωνας
Γεροστάθη,,3066,Λεμεσός
Γεσθημανής,,4108,'Αγιος Αθανάσιος
Γεσθημανής,,4194,Ύψωνας
Γεωργίας Βασιλειάδου,,4150,Κάτω Πολεμίδια
Γεωργίου Αβέρωφ,"1 - 43, 2 - 38",3061,Λεμεσός
Γεωργίου Αβέρωφ,40 - τ. 45 - τ.,4154,Κάτω Πολεμίδια
Γεωργίου Αβέρωφ,,4107,'Αγιος Αθανάσιος
Γεωργίου Αθάνα,,3046,Λεμεσός
Γεωργίου Αναστασίου,,3070,Λεμεσός
Γεωργίου Βαλαντώνη,,4150,Κάτω Πολεμίδια
Γεωργίου Βαρνακιώτη,,4150,Κάτω Πολεμίδια
Γεωργίου Βιζυηνού,,4104,'Αγιος Αθανάσιος
Γεωργίου Γενναδίου,,3041,Λεμεσός
Γεωργίου Γιωργαλλέττου,,3120,Λεμεσός
Γεωργίου Γουναροπούλου,,3046,Λεμεσός
Γεωργίου Γρίβα Διγενή,"1 - 5, 2 - 8",3035,Λεμεσός
Γεωργίου Γρίβα Διγενή,"7 - 45, 10 - 42",3106,Λεμεσός
Γεωργίου Γρίβα Διγενή,"47 - 149, 44 - 156",3101,Λεμεσός
Γεωργίου Γρίβα Διγενή,151 - τ. 158 - τ.,3107,Λεμεσός
Γεωργίου Γρίβα Διγενή,,4002,Μέσα Γειτονιά
Γεωργίου Γρίβα Διγενή,"1 - 37, 2 - 48",4181,Ύψωνας
Γεωργίου Γρίβα Διγενή,39 - τ. 50 - τ.,4180,Ύψωνας
Γεωργίου Δημοσθένους,,3070,Λεμεσός
Γεωργίου Δροσίνη,,3085,Λεμεσός
Γεωργίου Δροσίνη,,4000,Μέσα Γειτονιά
Γεωργίου Δροσίνη,,4043,Γερμασόγεια
Γεωργίου Δροσίνη,,4188,Ύψωνας
Γεωργίου Ζαλοκώστα,,3091,Λεμεσός
Γεωργίου Ζαμπέττα,,3120,Λεμεσός
Γεωργίου Ζήνωνος,,3081,Λεμεσός
Γεωργίου Θεοτοκά,,4004,Μέσα Γειτονιά
Γεωργίου Θεοτοκά,,4193,Ύψωνας
Γεωργίου Θεοτόκη,,3052,Λεμεσός
Γεωργίου Θυρώτου,,3012,Λεμεσός
Γεωργίου και Ιουλίου Γιορδαμλή,,3060,Λεμεσός
Γεωργίου Καλαματιανού,,4150,Κάτω Πολεμίδια
Γεωργίου Καλαματιανού Πάροδος,,4150,Κάτω Πολεμίδια
Γεωργίου Καλογεροπούλου,,4007,Μέσα Γειτονιά
Γεωργίου Κάννιγγος,"1 - 15, 2 - 20",3105,Λεμεσός
Γεωργίου Κάννιγγος,17 - τ. 22 - τ.,3035,Λεμεσός
Γεωργίου Κάννιγγος,,4046,Γερμασόγεια
Γεωργίου Καραϊσκάκη,,3032,Λεμεσός
Γεωργίου Καραϊσκάκη,,4004,Μέσα Γειτονιά
Γεωργίου Καραϊσκάκη,,4043,Γερμασόγεια
Γεωργίου Καραϊσκάκη,,4193,Ύψωνας
Γεωργίου Κάρυου,,3120,Λεμεσός
Γεωργίου Κατσουνωτού,,3036,Λεμεσός
Γεωργίου Κεδρηνού,,4150,Κάτω Πολεμίδια
Γεωργίου Κωνσταντίνου,,4100,'Αγιος Αθανάσιος
Γεωργίου Λαμπελέτ,,3120,Λεμεσός
Γεωργίου Μακφάντεν,,3101,Λεμεσός
Γεωργίου Μαλεκίδη,,3040,Λεμεσός
Γεωργίου Μαυρομουστάκη,,3115,Λεμεσός
Γεωργίου Μενελάου,,4106,'Αγιος Αθανάσιος
Γεωργίου Μουρούζη,,4152,Κάτω Πολεμίδια
Γεωργίου Νεοφύτου Λεωφόρος,,4006,Μέσα Γειτονιά
Γεωργίου Νικολαΐδη,,3116,Λεμεσός
Γεωργίου Ξενοφώντος,,3020,Λεμεσός
Γεωργίου Οικονομίδη,,3016,Λεμεσός
Γεωργίου Ουάσιγκτων,,4002,Μέσα Γειτονιά
Γεωργίου Παπαβερκίου,,3085,Λεμεσός
Γεωργίου Παπανδρέου,,3081,Λεμεσός
Γεωργίου Παπανδρέου,,4105,'Αγιος Αθανάσιος
Γεωργίου Παπανικολάου,,3055,Λεμεσός
Γεωργίου Παυλίδη,,3017,Λεμεσός
Γεωργίου Πλήθωνος,,4159,Κάτω Πολεμίδια
Γεωργίου Σαχτούρη,,3032,Λεμεσός
Γεωργίου Σαχτούρη,,4191,Ύψωνας
Γεωργίου Σεφέρη,,3107,Λεμεσός
Γεωργίου Σεφέρη,,4044,Γερμασόγεια
Γεωργίου Σεφέρη,,4105,'Αγιος Αθανάσιος
Γεωργίου Σεφέρη,,4157,Κάτω Πολεμίδια
Γεωργίου Σεφέρη,,4180,Ύψωνας
Γεωργίου Σισίνη,,4150,Κάτω Πολεμίδια
Γεωργίου Σκαρίμπα,,3046,Λεμεσός
Γεωργίου Σουρή,,3027,Λεμεσός
Γεωργίου Στυλιανού,,3120,Λεμεσός
Γεωργίου Συκοπετρίτη,,3021,Λεμεσός
Γεωργίου Σχολαρίου,,4152,Κάτω Πολεμίδια
Γεωργίου Σωφρονίου,,4104,'Αγιος Αθανάσιος
Γεωργίου Τέμπλαρ,,3040,Λεμεσός
Γεωργίου Τουμάζου,,3111,Λεμεσός
Γεωργίου Φασουλιώτη,,3090,Λεμεσός
Γεωργίου Φιλή,,3115,Λεμεσός
Γεωργίου Φραγκούδη,,3061,Λεμεσός
Γεωργίου Φραντζή,,4152,Κάτω Πολεμίδια
Γεωργίου Χαραλάμπους,,3112,Λεμεσός
Γεωργίου Χριστοφόρου,,3030,Λεμεσός
Γιάγκου Πεσμαζόγλου,,3119,Λεμεσός
Γιάγκου Ποταμίτη,,3036,Λεμεσός
Γιάγκου Ποταμίτη,,4106,'Αγιος Αθανάσιος
Γιάγκου Σουρουλλά,,4108,'Αγιος Αθανάσιος
Γιάγκου Τορναρίτη,,3035,Λεμεσός
Γιάλτας,,3100,Λεμεσός
Γιάν Σιμπέλιους,,3017,Λεμεσός
Γιαννάκη Αεροπόρου,,4001,Μέσα Γειτονιά
Γιαννάκη Παπαϊωάννου,,3047,Λεμεσός
Γιαννάκη Ποταμίτη,,3012,Λεμεσός
Γιαννάκη Σάββα,,4104,'Αγιος Αθανάσιος
Γιάννη Βλαχογιάννη,,3096,Λεμεσός
Γιάννη Γαΐτη,,3080,Λεμεσός
Γιάννη Γιαννή,,4159,Κάτω Πολεμίδια
Γιάννη Γκούρα,,4040,Γερμασόγεια
Γιάννη Κατσούρη,,4106,'Αγιος Αθανάσιος
Γιάννη Κορδάτου,,4104,'Αγιος Αθανάσιος
Γιάννη Λεύκη Παπαγγέλου,,3117,Λεμεσός
Γιάννη Λεύκη Παπαγγέλου,,4108,'Αγιος Αθανάσιος
Γιάννη Παπαδοπούλου,,3110,Λεμεσός
Γιάννη Περδίου,,3042,Λεμεσός
Γιάννη Ρίτσου,,4044,Γερμασόγεια
Γιάννη Ρίτσου,,4107,'Αγιος Αθανάσιος
Γιάννη Ρίτσου,,4155,Κάτω Πολεμίδια
Γιάννη Ρίτσου,,4180,Ύψωνας
Γιάννη Τσαρούχη,,3117,Λεμεσός
Γιάννη Χατζηγιάννη,,4184,Ύψωνας
Γιαννιτσών,,4046,Γερμασόγεια
Γιάννου Κρανιδιώτη,"1 - 71, 2 - 70",3110,Λεμεσός
Γιάννου Κρανιδιώτη,72 - τ. 73 - τ.,3112,Λεμεσός
Γιάννου Κρανιδιώτη,,4194,Ύψωνας
Γιαννούλη Χαλεπά,,3060,Λεμεσός
Γιασεμιών,,4043,Γερμασόγεια
Γιασουμή Χατζηθεοδοσίου,,3120,Λεμεσός
Γιλντίζ,,3042,Λεμεσός
Γιουγκοσλαβίας,,3117,Λεμεσός
Γιούρι Γκαγγάριν,,3120,Λεμεσός
Γιούρι Γκαγγάριν,,4106,'Αγιος Αθανάσιος
Γιόχαν Στράους,,3060,Λεμεσός
Γκαζί Πασά,,3042,Λεμεσός
Γκαίτε,,3012,Λεμεσός
Γκεό Μίλλεφ,,4002,Μέσα Γειτονιά
Γκόγια,,3110,Λεμεσός
Γκόγκολ,,3046,Λεμεσός
Γκοκέν,,3046,Λεμεσός
Γκύζη,,4040,Γερμασόγεια
Γλάδστωνος,"1 - 45, 2 - 72",3041,Λεμεσός
Γλάδστωνος,"47 - 69, 74 - 104",3040,Λεμεσός
Γλάδστωνος,71 - τ. 106 - τ.,3032,Λεμεσός
Γλάδστωνος,,4190,Ύψωνας
Γλαύκου Αλιθέρση,,3091,Λεμεσός
Γλαύκου Αλιθέρση,,4108,'Αγιος Αθανάσιος
Γλυκανίσσαινας,,4153,Κάτω Πολεμίδια
Γλυκερίας,,3070,Λεμεσός
Γλυκιωτίσσης,,4102,'Αγιος Αθανάσιος
Γλύκωνος,,4041,Γερμασόγεια
Γλυφάδας,,4046,Γερμασόγεια
Γολγοθά,,4105,'Αγιος Αθανάσιος
Γολγοθά,,4154,Κάτω Πολεμίδια
Γόλγων,"1 - 13, 2 - 24",3021,Λεμεσός
Γόλγων,"15 - 35, 26 - 44",3025,Λεμεσός
Γόλγων,"37 - 51, 46 - 56",3026,Λεμεσός
Γόλγων,53 - τ. 58 - τ.,3027,Λεμεσός
Γόλγων,,4181,Ύψωνας
Γοργίου,,4154,Κάτω Πολεμίδια
Γοργοποτάμου,,3117,Λεμεσός
Γοργοποτάμου,,4106,'Αγιος Αθανάσιος
Γόρδωνος,,3070,Λεμεσός
Γουλιέλμου Μαρκόνι,,3017,Λεμεσός
Γουτεμβεργίου,"1 - 11, 2 - 10",3016,Λεμεσός
Γουτεμβεργίου,12 - τ. 13 - τ.,3017,Λεμεσός
Γραβιάς,,3050,Λεμεσός
Γραβιάς,,4194,Ύψωνας
Γραικών,,3011,Λεμεσός
Γράμμου,,3106,Λεμεσός
Γρανικού,,4041,Γερμασόγεια
Γρεβενών,,3077,Λεμεσός
Γρεβενών,,4151,Κάτω Πολεμίδια
Γρεβενών,,4181,Ύψωνας
Γρηγόρη και Αμαλίας Χριστοδουλίδου,,4108,'Αγιος Αθανάσιος
Γρηγορίου Αυξεντίου,"1 - 23, 2 - 24",3021,Λεμεσός
Γρηγορίου Αυξεντίου,"25 - 33, 26 - 40",3025,Λεμεσός
Γρηγορίου Αυξεντίου,35 - τ. 42 - τ.,3026,Λεμεσός
Γρηγορίου Αυξεντίου,"1 - 3, 2 - 20",4005,Μέσα Γειτονιά
Γρηγορίου Αυξεντίου,5 - τ. 22 - τ.,4003,Μέσα Γειτονιά
Γρηγορίου Αυξεντίου,,4044,Γερμασόγεια
Γρηγορίου Αυξεντίου,,4159,Κάτω Πολεμίδια
Γρηγορίου Αυξεντίου,,4184,Ύψωνας
Γρηγορίου Βερναρδάκη,,4102,'Αγιος Αθανάσιος
Γρηγορίου Θεολόγου,,3087,Λεμεσός
Γρηγορίου Μπιθικώτση,,3120,Λεμεσός
Γρηγορίου Νικολαΐδη,,4151,Κάτω Πολεμίδια
Γρηγορίου Ξενοπούλου,,3106,Λεμεσός
Γρηγορίου Ξενοπούλου,,4049,Γερμασόγεια
Γρηγορίου Παπαφλέσσα,,3061,Λεμεσός
Γρηγορίου Παπαφλέσσα,,4150,Κάτω Πολεμίδια
Γρηγορίου Παπαφλέσσα,,4181,Ύψωνας
Γυάρου,,4049,Γερμασόγεια
Γυθείου,,3047,Λεμεσός
Γυθείου,,4044,Γερμασόγεια
Γυψοκαμίνου,,4102,'Αγιος Αθανάσιος
Γώγου Κακογιάννη,,3110,Λεμεσός
Γώγου Μιχαηλίδη,,3055,Λεμεσός
Γώγου Μιχαηλίδη,,4150,Κάτω Πολεμίδια
Δ,,,
Δαδός,,4040,Γερμασόγεια
Δαιδαλιδών,,4046,Γερμασόγεια
Δαιδάλου,,3017,Λεμεσός
Δαιδάλου,,4045,Γερμασόγεια
Δαιδάλου,,4158,Κάτω Πολεμίδια
Δαιδάλου,,4191,Ύψωνας
Δάλιας,,3110,Λεμεσός
Δαμαγήτου,,3081,Λεμεσός
Δαμάρεως,,3070,Λεμεσός
Δαμασκού,,3117,Λεμεσός
Δάμωνος,,4188,Ύψωνας
Δανάης,,3082,Λεμεσός
Δανάης,,4040,Γερμασόγεια
Δανάης,,4186,Ύψωνας
Δαναΐδων,,4041,Γερμασόγεια
Δαναού,,3047,Λεμεσός
Δαναού,,4041,Γερμασόγεια
Δανίας,,3119,Λεμεσός
Δάντη,,3107,Λεμεσός
Δαπόντε,,4043,Γερμασόγεια
Δαρβίνου,,3041,Λεμεσός
Δαρδανελλίων,,4045,Γερμασόγεια
Δαρδανελλίων,,4193,Ύψωνας
Δασκαλογιάννη,,3015,Λεμεσός
Δαυλού,,4102,'Αγιος Αθανάσιος
Δαυλού,,4183,Ύψωνας
Δάφνης,,3056,Λεμεσός
Δάφνης,,4041,Γερμασόγεια
Δάφνης,,4150,Κάτω Πολεμίδια
Δεινάρχου,,3015,Λεμεσός
Δεινοκράτους,,3052,Λεμεσός
Δεκελείας,,3045,Λεμεσός
Δελφών,,3017,Λεμεσός
Δελφών,,4003,Μέσα Γειτονιά
Δελφών,,4045,Γερμασόγεια
Δελφών,,4183,Ύψωνας
Δεξιλέω,,3071,Λεμεσός
Δερβενακίων,,3047,Λεμεσός
Δερβενίων,"1 - 33, 2 - 24",3051,Λεμεσός
Δερβενίων,26 - τ. 35 - τ.,3052,Λεμεσός
Δερκυλίδου,,4152,Κάτω Πολεμίδια
Δέσποινας Παττίχη,,3071,Λεμεσός
Δευκαλίωνος,,3111,Λεμεσός
Δευκαλίωνος,,4045,Γερμασόγεια
Δευκαλίωνος,,4153,Κάτω Πολεμίδια
Δευκαλίωνος,,4193,Ύψωνας
Δευκαλίωνος Ιακωβίδη,,3117,Λεμεσός
Δήλου,,3056,Λεμεσός
Δήλου,,4046,Γερμασόγεια
Δήλου,,4184,Ύψωνας
Δημητράκη Αναστάση,,3120,Λεμεσός
Δημητράκη Χριστοδούλου,,3080,Λεμεσός
Δήμητρας,,3065,Λεμεσός
Δήμητρας,,4045,Γερμασόγεια
Δήμητρας,,4105,'Αγιος Αθανάσιος
Δήμητρας,,4190,Ύψωνας
Δημήτρη Δημητριάδη,,3110,Λεμεσός
Δημήτρη Θεμιστοκλέους,,3117,Λεμεσός
Δημήτρη Καλλέργη,,3045,Λεμεσός
Δημήτρη Κλείτου,,4189,Ύψωνας
Δημήτρη Λάγιου,,3113,Λεμεσός
Δημήτρη Λάγιου,,4107,'Αγιος Αθανάσιος
Δημήτρη Λάγιου,,4150,Κάτω Πολεμίδια
Δημήτρη Λάγιου,,4182,Ύψωνας
Δημήτρη Λιπέρτη,,3090,Λεμεσός
Δημήτρη Λιπέρτη,,4044,Γερμασόγεια
Δημήτρη Λιπέρτη,,4150,Κάτω Πολεμίδια
Δημήτρη Λιπέρτη,,4194,Ύψωνας
Δημήτρη Χατζή,,3045,Λεμεσός
Δημήτρη Χόρν,,3047,Λεμεσός
Δημήτρη Ψαθά,,3081,Λεμεσός
Δημήτρη Ψαθά,,4102,'Αγιος Αθανάσιος
Δημήτρη Ψαθά,,4194,Ύψωνας
Δημητριάδος,,4004,Μέσα Γειτονιά
Δημητρίου Βικέλα,,3096,Λεμεσός
Δημητρίου Βικέλα,,4043,Γερμασόγεια
Δημητρίου Γληνού,,3095,Λεμεσός
Δημητρίου Γληνού,,4106,'Αγιος Αθανάσιος
Δημητρίου Καμπούρογλου,,3096,Λεμεσός
Δημητρίου Καταρτζή,,4152,Κάτω Πολεμίδια
Δημητρίου Κισσονέργη,,3113,Λεμεσός
Δημητρίου Κισσονέργη,,4152,Κάτω Πολεμίδια
Δημητρίου Κίτρου,,4102,'Αγιος Αθανάσιος
Δημητρίου Κορομηλά,,3107,Λεμεσός
Δημητρίου Μακρή,,4001,Μέσα Γειτονιά
Δημητρίου Μητροπούλου,,3036,Λεμεσός
Δημητρίου Μητροπούλου,,4005,Μέσα Γειτονιά
Δημητρίου Μπαλή,,4157,Κάτω Πολεμίδια
Δημητρίου Μυράτ,,3120,Λεμεσός
Δημητρίου Νικολαΐδη,,3036,Λεμεσός
Δημητρίου Νικολάου,,4006,Μέσα Γειτονιά
Δημητρίου Παπανικολή,,3061,Λεμεσός
Δημητρίου Παπανικολή,,4186,Ύψωνας
Δημητρίου Πλαπούτα,,4150,Κάτω Πολεμίδια
Δημητρίου Χαλκοκονδύλη,,4044,Γερμασόγεια
Δημητρίου Χάματσου,,3020,Λεμεσός
Δημητράκη Χαραλάμπους,,3020,Λεμεσός
Δημητράκη Χαραλάμπους,,4002,Μέσα Γειτονιά
Δημητσάνης,,3076,Λεμεσός
Δημητσάνης,,4156,Κάτω Πολεμίδια
Δημοκρατίας,,3012,Λεμεσός
Δημοκρατίας,,4182,Ύψωνας
Δημοκρίτου,,3100,Λεμεσός
Δημοκρίτου,,4007,Μέσα Γειτονιά
Δημοκρίτου,,4041,Γερμασόγεια
Δημοκρίτου,,4185,Ύψωνας
Δημοσθένη Βαλαβάνη,,4150,Κάτω Πολεμίδια
Δημοσθένη Βουτυρά,,3066,Λεμεσός
Δημοσθένη Μιτσή,,3022,Λεμεσός
Δημοσθένη Χατζηπαύλου,,3036,Λεμεσός
Δημοσθένους,,3060,Λεμεσός
Δημοσθένους,,4183,Ύψωνας
Δήμου Ηροδότου,,3051,Λεμεσός
Δημοχάρους,,4157,Κάτω Πολεμίδια
Δημοχάρους Πάροδος,,4157,Κάτω Πολεμίδια
Δημώνακτος,,3082,Λεμεσός
Δήρου,,4044,Γερμασόγεια
Διαγόρου,,3012,Λεμεσός
Διαγόρου,,4183,Ύψωνας
Διαμέσου,,4043,Γερμασόγεια
Διγενή Ακρίτα,,3035,Λεμεσός
Διγενή Ακρίτα,,4000,Μέσα Γειτονιά
Διγενή Ακρίτα,,4188,Ύψωνας
Διδότου,,3051,Λεμεσός
Διδούς,,4042,Γερμασόγεια
Διδυμοτείχου,,3118,Λεμεσός
Διδυμοτείχου,,4188,Ύψωνας
Δικαιάρχου,,3071,Λεμεσός
Δικαιοσύνης,,3051,Λεμεσός
Δικώμου,,3101,Λεμεσός
Δικώμου,,4008,Μέσα Γειτονιά
Δικώμου,,4102,'Αγιος Αθανάσιος
Δικώμου,,4186,Ύψωνας
Διογένους,,3060,Λεμεσός
Διογένους,,4193,Ύψωνας
Διοδώρου,,3111,Λεμεσός
Διοκλέους,,3115,Λεμεσός
Διομήδους,,3111,Λεμεσός
Διομήδους,,4042,Γερμασόγεια
Διονύση Παπαγιαννοπούλου,,4156,Κάτω Πολεμίδια
Διονυσίου Κυκκώτη,,4043,Γερμασόγεια
Διονυσίου Σκυλλοσόφου,,4159,Κάτω Πολεμίδια
