Streetname,Street Range (FROM - TO),Postcode,Area
Γοργόνων,,6047,Λάρνακα
Γορδίου Δεσμού,,6045,Λάρνακα
Γορδίου Δεσμού,,7101,Αραδίππου
Γουίλλιαμ Γουίλμπουρ Γουίαρ,,6010,Λάρνακα
Γουότκινς,,6022,Λάρνακα
Γραβιάς,,6045,Λάρνακα
Γραβιάς,,7102,Αραδίππου
Γράμμου,,6043,Λάρνακα
Γράμμου,,7103,Αραδίππου
Γρανικού,,6051,Λάρνακα
Γρανικού,,7102,Αραδίππου
Γρεβενών,,6043,Λάρνακα
Γρηγορίου Αυξεντίου Λεωφόρος,"1 - 25, 2 - 28",6023,Λάρνακα
Γρηγορίου Αυξεντίου Λεωφόρος,27 - τ. 30 - τ.,6021,Λάρνακα
Γρηγορίου Αυξεντίου Λεωφόρος,,7103,Αραδίππου
Γρηγορίου Παπαφλέσσα,,6052,Λάρνακα
Γρηγορίου Παπαφλέσσα,,7104,Αραδίππου
Γύψου,,6055,Λάρνακα
Δ,,,
Δαιδάλου,,6050,Λάρνακα
Δαιδάλου,,7104,Αραδίππου
Δαναΐδων,,7101,Αραδίππου
Δαναού,,6052,Λάρνακα
Δαναού,,7100,Αραδίππου
Δαρβίνου,,6031,Λάρνακα
Δαρδανελλίων,,7103,Αραδίππου
Δαυλού,,7100,Αραδίππου
Δάφνης,,6041,Λάρνακα
Δάφνης,,7100,Αραδίππου
Δεινάρχου,,6030,Λάρνακα
Δελφών,,6010,Λάρνακα
Δελφών,,7104,Αραδίππου
Δερβενακίων,,6036,Λάρνακα
Δερβενακίων,,7103,Αραδίππου
Δευκαλίωνος,,6020,Λάρνακα
Δευκαλίωνος,,7101,Αραδίππου
Δήλου,,6058,Λάρνακα
Δήλου,,7104,Αραδίππου
Δημητράκη Διανέλλου,,6050,Λάρνακα
Δημητράκη Κουμανταρή,,7103,Αραδίππου
Δήμητρας,,6016,Λάρνακα
Δήμητρας,,7103,Αραδίππου
Δημήτρη Καλλέργη,,6037,Λάρνακα
Δημήτρη Λιπέρτη,,6050,Λάρνακα
Δημήτρη Λιπέρτη,,7104,Αραδίππου
Δημήτρη Ψαθά,,6041,Λάρνακα
Δημητρίου Δημητριάδη,,6021,Λάρνακα
Δημήτρίου Δημητρίου Ν.,,6022,Λάρνακα
Δημητρίου Κουτουμάνου,,6013,Λάρνακα
Δημητρίου Μαργαρίτη,,6042,Λάρνακα
Δημητρίου Παπανικολή Λεωφόρος,,6053,Λάρνακα
Δημητρίου Τυρίμου,,6041,Λάρνακα
Δημητρίου Χάματσου,,6036,Λάρνακα
Δημητρίου Χάματσου,,7102,Αραδίππου
Δημητσάνης,,6043,Λάρνακα
Δημοκρίτου,,6035,Λάρνακα
Δημοκρίτου,,7104,Αραδίππου
Δημονίκου,,6016,Λάρνακα
Δημοσθένη Μιτσή,,6022,Λάρνακα
Δημοσθένους,,6058,Λάρνακα
Δημοσθένους,,7103,Αραδίππου
Δημοτικής Αγοράς,,6021,Λάρνακα
Διαγόρου,,6015,Λάρνακα
Διαγόρου,,7102,Αραδίππου
Διαττόντων,,6053,Λάρνακα
Διγενή Ακρίτα,,6021,Λάρνακα
Διδυμοτείχου,,7100,Αραδίππου
Διδύμων Πλατεία,,6056,Λάρνακα
Δικώμου,,7104,Αραδίππου
Διογένους,,6020,Λάρνακα
Διογένους,,7104,Αραδίππου
Διομήδους,,6013,Λάρνακα
Διομήδους,,7103,Αραδίππου
Διονυσίου Σολωμού,,6017,Λάρνακα
Διονυσίου Σολωμού,,7104,Αραδίππου
Διονύσου,,7104,Αραδίππου
Διόσκουρων,,6053,Λάρνακα
Δομήνικου Θεοτοκόπουλου,,6057,Λάρνακα
Δόξης,,7101,Αραδίππου
Δορυφόρων,,6053,Λάρνακα
Δουρείου 'Ιππου,,6046,Λάρνακα
Δουρείου 'Ιππου,,7101,Αραδίππου
Δράκοντος Πλατεία,,6056,Λάρνακα
Δράμας,,6031,Λάρνακα
Δράμας,,7101,Αραδίππου
Δρυάδων,,6041,Λάρνακα
Δυσδαιμόνας,,6016,Λάρνακα
Δωδεκανήσου,,7104,Αραδίππου
Δωδώνης,,7101,Αραδίππου
Δωριέων,,7100,Αραδίππου
Ε,,,
Έαρος,,6041,Λάρνακα
Έβερεστ,,7105,Αραδίππου
Έβρου,,6031,Λάρνακα
Έβρου,,7100,Αραδίππου
Έγκωμης,,6027,Λάρνακα
Έγκωμης,,7104,Αραδίππου
Εγνατίας,,7101,Αραδίππου
Εδέσσης,,6046,Λάρνακα
Εθελοντών Β' Παγκοσμίου Πολέμου,,7100,Αραδίππου
Έϊναρ Γιερστάδ,,6015,Λάρνακα
Ειρήνης,,6036,Λάρνακα
Ειρήνης,,7104,Αραδίππου
Εκάβης,,7101,Αραδίππου
Εκάλης,,6037,Λάρνακα
Εκάλης,,7104,Αραδίππου
Εκάτης,,6056,Λάρνακα
Εκβατάνων,,6051,Λάρνακα
Εκκλησίας Αγίου Ιωάννου,,6050,Λάρνακα
Έκτορος,,6013,Λάρνακα
Έκτορος,,7103,Αραδίππου
Ελ Αλαμέϊν,,6025,Λάρνακα
Ελ Γκρέκο,,6046,Λάρνακα
Ελ Γκρέκο,,7102,Αραδίππου
Ελασσόνος,,7101,Αραδίππου
Ελένης Μενελάου,,7100,Αραδίππου
Ελένης Παλαιολογίνας,,6045,Λάρνακα
Ελευθερίας Λεωφόρος,,6030,Λάρνακα
Ελευθερίας Λεωφόρος,1 - τ.,7102,Αραδίππου
Ελευθερίας Λεωφόρος,2 - τ.,7101,Αραδίππου
Ελευθερίου Βενιζέλου,,6011,Λάρνακα
Ελευθερίου Βενιζέλου,,7104,Αραδίππου
Ελευθερίου Ευτυχίου,,7102,Αραδίππου
Ελευσίνος,,6051,Λάρνακα
Ελλάδος Λεωφόρος,,7101, Αραδίππου 
Έλλης,,6056,Λάρνακα
Ελλησπόντου,,6030,Λάρνακα
Ελλησπόντου,,7100,Αραδίππου
Ελπίδος,,6058,Λάρνακα
Ελπίδος,,7102,Αραδίππου
Εμμανουήλ Ξάνθου,,6018, Λάρνακα 
Εμπεδοκλέους,,6043,Λάρνακα
Ενδυμίωνος,,6053,Λάρνακα
Επιδαύρου,,6036,Λάρνακα
Επιδαύρου,,7102,Αραδίππου
Επίκουρου,,6052,Λάρνακα
Επίκουρου,,7101,Αραδίππου
Επτακώμης,,7100,Αραδίππου
Επτανήσου,,7102,Αραδίππου
Ερατοσθένους,,6053,Λάρνακα
Ερεχθείου,,6052,Λάρνακα
Ερζερούμ,,6051,Λάρνακα
Ερμείου,,6046,Λάρνακα
Ερμού,"1 - 41, 2 - 70",6023,Λάρνακα
Ερμού,43 - τ. 72 - τ.,6022,Λάρνακα
Ερμού,,7103,Αραδίππου
Ερωτοκρίτου,,6031,Λάρνακα
Εσκί Τσαρσί,,6026,Λάρνακα
Εσπερίδων,,6050,Λάρνακα
Εσπερίδων,,7103,Αραδίππου
Εστιάδων,,6037,Λάρνακα
Εστιάδων,,7103,Αραδίππου
Εστίας,,7104,Αραδίππου
Εστίας Πάροδος,,7104,Αραδίππου
Ευαγγέλου Παπανούτσου,,6027,Λάρνακα
Ευαγγέλου Χατζηιωάννου,,6021,Λάρνακα
Ευαγόρα Παλληκαρίδη,,6050,Λάρνακα
Ευαγόρα Παλληκαρίδη,,7102,Αραδίππου
Ευαγόρου,,7104,Αραδίππου
Ευανθίας Πιερίδου,,6022,Λάρνακα
Ευβοίας,,6051,Λάρνακα
Ευζώνων,,6018,Λάρνακα
Ευζώνων,,7104,Αραδίππου
Ευημερίας,,6056,Λάρνακα
Ευθυμίου Κερτεπενέ,,7100,Αραδίππου
Ευκλείδου,,6056,Λάρνακα
Εύκλου,,6035,Λάρνακα
Ευξείνου Πόντου,,6056,Λάρνακα
Ευξείνου Πόντου,,7100,Αραδίππου
Ευριπίδου,,6036,Λάρνακα
Ευριπίδου,,7104,Αραδίππου
Ευρυβιάδου,,6023,Λάρνακα
Ευρωπαϊκής Ένωσης Λεωφόρος,,6043,Λάρνακα
Ευρώπης,,7100,Αραδίππου
Ευρώτα,,7100,Αραδίππου
Ευτέρπης,,7104,Αραδίππου
Ευφροσύνης Ταρσή,,6015,Λάρνακα
Εφέσου,,6036,Λάρνακα
Ζ,,,
Ζακύνθου,"1 - 5, 2 - 4",6012,Λάρνακα
Ζακύνθου,7 - τ. 10 - τ.,6018,Λάρνακα
Ζακύνθου,,7102,Αραδίππου
Ζαλόγγου,,6036,Λάρνακα
Ζαλόγγου,,7103,Αραδίππου
Ζαππείου,,7102,Αραδίππου
Ζαφέρ,,6026,Λάρνακα
Ζαχαρία Παπαντωνίου,,6041,Λάρνακα
Ζενίθ,,6053,Λάρνακα
Ζεφύρου,,6041,Λάρνακα
Ζήνωνος,,7104,Αραδίππου
Ζήνωνος Κιτιέως,"1 - 35, 2 - 22",6023,Λάρνακα
Ζήνωνος Κιτιέως,24 - τ. 37 - τ.,6022,Λάρνακα
Ζήνωνος Πιερίδη,,6023,Λάρνακα
Ζιγιά Γκιοκάλπ,,6025,Λάρνακα
Η,,,
Ήβης Πετρίδου,,6052,Λάρνακα
Ηγουμενίτσας,,6037,Λάρνακα
Ηγουμενίτσας,,7104,Αραδίππου
Ηλέκτρας,,6057,Λάρνακα
Ηλέκτρας,,7104,Αραδίππου
Ηλία Βενέζη,,6041,Λάρνακα
Ηλία Παπακυριακού,,7104,Αραδίππου
Ηλία Τανταλίδη,,6056,Λάρνακα
Ηλία Τζιαμπάζη,,7101,Αραδίππου
Ηλυσίων,,7104,Αραδίππου
Ηλυσίων Πεδίων,,6043,Λάρνακα
Ηνιόχου Πλατεία,,6056,Λάρνακα
Ηνωμένων Εθνών,,6042,Λάρνακα
Ηνωμένων Πολιτειών Λεωφόρος,,6043,Λάρνακα
Ηπείρου,,6031,Λάρνακα
Ηπείρου,,7100,Αραδίππου
Ηρακλείου,,6030,Λάρνακα
Ηρακλείτου,,6057,Λάρνακα
Ηρακλέους,,6045,Λάρνακα
Ηρακλέους,,7104,Αραδίππου
Ήρας,,6057,Λάρνακα
Ηροδότου,,6036,Λάρνακα
Ηροδότου,,7104,Αραδίππου
Ηρώδου Αττικού,,6042,Λάρνακα
Ησιόδου,,6035,Λάρνακα
Ηφαίστου,,6021,Λάρνακα
Ηφαίστου,,7102,Αραδίππου
Ηχούς,,6020,Λάρνακα
Θ,,,
Θάλειας,,6047,Λάρνακα
Θάλειας,,7104,Αραδίππου
Θαλή Μιλήσιου,,6035,Λάρνακα
Θάσου,,6040,Λάρνακα
Θέμιδος,,6057,Λάρνακα
Θεμιστοκλέους,,7104,Αραδίππου
Θεμιστοκλή Θεοχαρίδη,,6041,Λάρνακα
Θεοδόση Πιερίδη,,6042,Λάρνακα
Θεοδώρου Κολοκοτρώνη,,6017,Λάρνακα
Θεοδώρου Κολοκοτρώνη,,7104,Αραδίππου
Θεοδώρου Κωνσταντινίδη,,6052,Λάρνακα
Θεοδώρου Μαρσέλλου,,6041,Λάρνακα
Θερμοπυλών,,6023,Λάρνακα
Θερμοπυλών,,7104,Αραδίππου
Θεσσαλίας,,6030,Λάρνακα
Θεσσαλίας,,7101,Αραδίππου
Θεσσαλονίκης Λεωφόρος,,6035,Λάρνακα
Θεσσαλονίκης,,7101,Αραδίππου
Θέτιδος,,7104,Αραδίππου
Θηβών,,6042,Λάρνακα
Θήρας,,6057,Λάρνακα
Θησείου,,6053,Λάρνακα
Θησέως,,6035,Λάρνακα
Θησέως,,7104,Αραδίππου
Θουκυδίδου,,6021,Λάρνακα
Θουκυδίδου,,7100,Αραδίππου
Θράκης,,6030,Λάρνακα
Θράκης,,7100,Αραδίππου
Θρασυβούλου Ρόπα,,6037,Λάρνακα
Θυατείρων,,6042,Λάρνακα
Ι,,,
Ιακώβου Μάρκου,,6051,Λάρνακα
Ιακώβου Πατάτσου,,7101,Αραδίππου
Ιασίου,,7103,Αραδίππου
Ιάσονος,,6052,Λάρνακα
Ιάσονος,,7100,Αραδίππου
Ιατρού Φόμπλαντ,,6043,Λάρνακα
Ιβύκου,,7101,Αραδίππου
Ιερού Λόχου,,6052,Λάρνακα
Ιερού Λόχου,,7102,Αραδίππου
Ιερωνύμου Βαρλαάμ,,6042,Λάρνακα
Ιερωνύμου Περιστιάνη,,6012,Λάρνακα
Ιθάκης,,6013,Λάρνακα
Ιθάκης,,7102,Αραδίππου
Ικαρίας,,7100,Αραδίππου
Ικάρου,,6050,Λάρνακα
Ικάρου,,7104,Αραδίππου
Ιλιάδος,,7102,Αραδίππου
Ιλισσού,,6056,Λάρνακα
Ιλισσού,,7101,Αραδίππου
Ίμβρου,,6027,Λάρνακα
Ιονίου Πελάγους,,6059,Λάρνακα
Ιονίου Πελάγους,,7102,Αραδίππου
Ιονίου Πολιτείας,,6057,Λάρνακα
Ιουλίου Βερν,,6041,Λάρνακα
Ιουλίου Βερν,,7101,Αραδίππου
Ιουστινιανού,,6045,Λάρνακα
Ιουστινιανού,,7104,Αραδίππου
Ιπποκράτους,,6025,Λάρνακα
Ιπποκράτους,,7102,Αραδίππου
Ιππολύτου,,6046,Λάρνακα
Ίριδος,,6056,Λάρνακα
Ίριδος,,7101,Αραδίππου
Ίσιδος,,7104,Αραδίππου
Ισιδώρου,,7102,Αραδίππου
Ισιδώρου Μιλήσιου,,6036,Λάρνακα
Ισμήνης,,6057,Λάρνακα
Ισμήνης,,7100,Αραδίππου
Ισοκράτους,,7103,Αραδίππου
Ισσίκ,,6026,Λάρνακα
Ισσού,,6051,Λάρνακα
Ιστανμπούλ,,6025,Λάρνακα
Ιστικλάλ,,6026,Λάρνακα
Ιφιγενείας,,6035,Λάρνακα
Ιφιγενείας,,7102,Αραδίππου
Ιχσάν Αλή,,6027,Λάρνακα
Ιωάννη Κακριδή,,6041,Λάρνακα
Ιωάννη Καποδίστρια,,6052,Λάρνακα
Ιωάννη Καποδίστρια,,7100,Αραδίππου
Ιωάννη Καρίπη,,7104,Αραδίππου
Ιωάννη Κονδυλάκη,,6042,Λάρνακα
Ιωάννη Μακρυγιάννη,,6042,Λάρνακα
Ιωάννη Μακρυγιάννη,,7101,Αραδίππου
Ιωάννη Μαρσέλλου,,6018,Λάρνακα
Ιωάννη Μεταξά,,7104,Αραδίππου
Ιωάννη Μίλτωνος,,6046,Λάρνακα
Ιωάννη Ντυνάν,,6042,Λάρνακα
Ιωάννη Πασικράτη,,6012,Λάρνακα
Ιωάννη Πολέμη,,6041,Λάρνακα
Ιωάννη Συκουτρή,,6011,Λάρνακα
Ιωάννη Τσικνοπούλου,,6018,Λάρνακα
Ιωάννη Χάκκετ,,6045,Λάρνακα
Ιωαννίνων,,6050,Λάρνακα
Ιωαννίνων,,7104,Αραδίππου
Ιωνίας,,6036,Λάρνακα
Ιωνίας,,7101,Αραδίππου
Ίωνος Δραγούμη,,7101,Αραδίππου
Κ,,,
Καβάλας,,6047,Λάρνακα
Καβάλας,,7100,Αραδίππου
Καισαρείας,,6036,Λάρνακα
Καλαβρύτων,,6042,Λάρνακα
Καλαβρύτων,,7100,Αραδίππου
Καλαμάτας,,6036,Λάρνακα
Καλαμάτας,,7100,Αραδίππου
Κάλαμου,,7102,Αραδίππου
Καλαμπάκας,,6037,Λάρνακα
Καλλιθέας,,6017,Λάρνακα
Καλλιθέας,,7101,Αραδίππου
Καλλικράτους,,7104,Αραδίππου
Καλλιπόλεως,,7100,Αραδίππου
Καλλιρόης,,6057,Λάρνακα
Καλογραίας,,7104,Αραδίππου
Καλογραιών,,6016,Λάρνακα
Καλοψίδας,,7101,Αραδίππου
Καλυβιών,,6040,Λάρνακα
Καλύμνου,,6037,Λάρνακα
Καλύμνου,,7100,Αραδίππου
Κανακαριάς,,6052,Λάρνακα
Κανάκη,,6041,Λάρνακα
Καντάρας,,6056,Λάρνακα
Καντάρας,,7104,Αραδίππου
Καππαδοκίας,,7101,Αραδίππου
Καραβά,,6056,Λάρνακα
Καραβά,,7100,Αραδίππου
Καραολή και Δημητρίου,,6021,Λάρνακα
Καρδίτσης,,6037,Λάρνακα
Καρδίτσης,,7102,Αραδίππου
Καρπάθου,,7100,Αραδίππου
Καρπασίας,,6017,Λάρνακα
Καρπασίας,,7100,Αραδίππου
Καρπενησίου,,6037,Λάρνακα
Καρυάτιδων,,6042,Λάρνακα
Καρυάτιδων,,7101,Αραδίππου
Κασπίων Πυλών,,6051,Λάρνακα
Κασσάνδρας,,7102,Αραδίππου
Κασσιοπείας,,6053,Λάρνακα
Κασταλίας,,6040,Λάρνακα
Καστελλορίζου,,6031,Λάρνακα
Καστοριάς,,6046,Λάρνακα
Καστοριάς,,7103,Αραδίππου
Κατερίνης,,6037,Λάρνακα
Κάτω Βαρωσίων,,6047,Λάρνακα
Κατώλη και Γεωργίου,,6025,Λάρνακα
Καψάλη,,7100,Αραδίππου
Κέας,,7100,Αραδίππου
Κέκροπος,,6052,Λάρνακα
Κενταύρου,,6036,Λάρνακα
Κενταύρου,,7103,Αραδίππου
Κερκύρας,,6012,Λάρνακα
Κερκύρας,,7102,Αραδίππου
Κερύνειας,,6056,Λάρνακα
Κερύνειας,,7100,Αραδίππου
Κεφαλληνίας,,6018,Λάρνακα
Κεφαλληνίας,,7102,Αραδίππου
Κεφαλοβρύσου,,7104,Αραδίππου
Κηφισιάς,,6017,Λάρνακα
Κηφισιάς,,7101,Αραδίππου
Κιαμίλ Κενάν,,6026,Λάρνακα
Κιθαίρονος,,6052,Λάρνακα
Κίκας και Φρόσως Σούντια,,6016,Λάρνακα
Κικέρωνος,,6030,Λάρνακα
Κιλελέρ,,6052,Λάρνακα
Κιλκίς,,6015,Λάρνακα
Κιλκίς,,7104,Αραδίππου
Κίμωνος,,6015,Λάρνακα
Κίμωνος,,7104,Αραδίππου
Κινύρα,,6020,Λάρνακα
Κινύρα,,7104,Αραδίππου
Κίρκης,,6046,Λάρνακα
Κίρκης,,7100,Αραδίππου
Κισάβου,,6042,Λάρνακα
Κιτίου,,6016,Λάρνακα
Κίτσου Τζαβέλλα,,6053,Λάρνακα
Κλεάνθη Καλογερά,,6022,Λάρνακα
Κλεάνθη Μεσολογγίτη,,6051,Λάρνακα
Κλειούς,,6050,Λάρνακα
Κλειούς,,7104,Αραδίππου
Κλείτου Μανδρίτη,,6043,Λάρνακα
Κλεοβούλου Παπακυριακού,,6018,Λάρνακα
Κλεόπα Στοά,,6025,Λάρνακα
Κλεόπα Χριστοδούλου,,6018,Λάρνακα
Κλήμου,,7101,Αραδίππου
Κλυταιμνήστρας,,6050,Λάρνακα
Κλυταιμνήστρας,,7101,Αραδίππου
Κνωσού,,6040,Λάρνακα
Κνωσού,,7104,Αραδίππου
Κοδριγκτώνος,,6022,Λάρνακα
Κόδρου,,7104,Αραδίππου
Κοζάνης,,6047,Λάρνακα
Κοζάνης,,7102,Αραδίππου
Κόκκινες,,6055,Λάρνακα
Κοκκινιάς,,6046,Λάρνακα
Κοκκινιάς,,7102,Αραδίππου
Κολχίδος,,6043,Λάρνακα
Κόμη Βερενίκης,,6053,Λάρνακα
Κομητών,,6053,Λάρνακα
Κομνηνού,,6045,Λάρνακα
Κομοτηνής,,6046,Λάρνακα
Κομοτηνής,,7100,Αραδίππου
Κονίτσης,,6037,Λάρνακα
Κοντέας,,6047,Λάρνακα
Κοντέας,,7104,Αραδίππου
Κοπέρνικου,,6031,Λάρνακα
Κορίνθου,,6051,Λάρνακα
Κορίνθου,,7101,Αραδίππου
Κορμακίτη,,7101,Αραδίππου
Κορυτσάς,,6043,Λάρνακα
Κορυτσάς,,7102,Αραδίππου
Κορωπίου,,6040,Λάρνακα
Κοσμά Λυσιώτη,,6022,Λάρνακα
Κοτζιά Τεπέ,,6025,Λάρνακα
Κουλτούρ,,6051,Λάρνακα
Κουρίου,,6016,Λάρνακα
Κουρίου,,7102,Αραδίππου
Κουρτουλούς,,6026,Λάρνακα
Κρήτης,,6030,Λάρνακα
Κρήτης,,7100,Αραδίππου
Κρίνων,,6041,Λάρνακα
Κρίνων,,7104,Αραδίππου
Κροίσου,,7103,Αραδίππου
Κρόνου,,6036,Λάρνακα
Κρόνου,,7104,Αραδίππου
Κυβέλης,,6041,Λάρνακα
Κυβέλης,,7104,Αραδίππου
Κύζη Στοά,,6021,Λάρνακα
Κυθήρων,,6037,Λάρνακα
Κυθήρων,,7100,Αραδίππου
Κυθρέας,,6056,Λάρνακα
Κυθρέας,,7104,Αραδίππου
Κυκλάδων,,6036,Λάρνακα
Κυκλάδων,,7101,Αραδίππου
Κυκλική Λεωφόρος,,6056,Λάρνακα
Κύκλωπος,,6041,Λάρνακα
Κύκνων,,7104,Αραδίππου
Κυπριανού Παυλίδη,,6050,Λάρνακα
Κυριάκου Καρνέρα,,6041,Λάρνακα
Κυριάκου Μάτση,,6015,Λάρνακα
Κυριάκου Μάτση Λεωφόρος,1 - τ.,7104,Αραδίππου
Κυριάκου Μάτση Λεωφόρος,2 - τ.,7102,Αραδίππου
Κω,,6036,Λάρνακα
Κώμας του Γιαλού,,6027,Λάρνακα
Κωνσταντίνου Αμάντου,,6012,Λάρνακα
Κωνσταντίνου Βαλσαμάκη,,6042,Λάρνακα
Κωνσταντίνου Ζαχαριάδη,,6011,Λάρνακα
Κωνσταντίνου Καβάφη,,6057,Λάρνακα
Κωνσταντίνου Καβάφη,,7102,Αραδίππου
Κωνσταντίνου Κακούλλα,,6047,Λάρνακα
Κωνσταντίνου Καλογερά,,6021,Λάρνακα
Κωνσταντίνου Κανάρη,,6013,Λάρνακα
Κωνσταντίνου Κανάρη,,7102,Αραδίππου
Κωνσταντίνου Παλαιολόγου Λεωφόρος,"1 - 57, 2 - 50",6036,Λάρνακα
Κωνσταντίνου Παλαιολόγου Λεωφόρος,52 - τ. 59 - τ.,6037,Λάρνακα
Κωνσταντίνου Παλαιολόγου,,7103,Αραδίππου
Κωνσταντίνου Παπαρρηγοπούλου,,6035,Λάρνακα
Κωνσταντίνου Χριστοφίδη,,6021,Λάρνακα
Κωνσταντινουπόλεως,,6042,Λάρνακα
Κώστα Βάρναλη,,6041,Λάρνακα
Κώστα Καρυωτάκη,,6042,Λάρνακα
Κώστα Κρυστάλλη,,6046,Λάρνακα
Κώστα Κρυστάλλη,,7102,Αραδίππου
Κώστα Μαρκίδη,,6028,Λάρνακα
Κώστα Ουράνη,,6030,Λάρνακα
Κώστα Συμεού,,7101,Αραδίππου
Κώστα Φράγκου,,7104,Αραδίππου
Κωστάκη Παντελίδη,,6021,Λάρνακα
Κωστή Παλαμά,,6016,Λάρνακα
Κωστή Παλαμά,,7102,Αραδίππου
Κωστή Σάββα,,6022,Λάρνακα
Λ,,,
Λαβυρίνθου,,6022,Λάρνακα
Λαβυρίνθου,,7101,Αραδίππου
Λαγγαδά,,7104,Αραδίππου
Λαέρτου,,7102,Αραδίππου
Λαζάρου Κουντουριώτη,,7103,Αραδίππου
Λακωνίας,,6036,Λάρνακα
Λακωνίας,,7104,Αραδίππου
Λαλά Μουσταφά Πασά,,6026,Λάρνακα
Λαμίας,,6040,Λάρνακα
Λαμίας,,7101,Αραδίππου
Λαμπαδίας,,6053,Λάρνακα
Λαμπούσης,,6056,Λάρνακα
Λαμπούσης,,7100,Αραδίππου
Λάμπρου Κατσώνη,,6042,Λάρνακα
Λάμπρου Λάμπρου,,6042,Λάρνακα
Λάμπρου Τζαβέλλα,,7103,Αραδίππου
Λαπήθου,,6056,Λάρνακα
Λαπήθου,,7100,Αραδίππου
Λαρίσης,,6040,Λάρνακα
Λαρίσης,,7104,Αραδίππου
Λασιθίου,,6030,Λάρνακα
Λαυρίου,,6040,Λάρνακα
Λεμεσού Λεωφόρος,,6040,Λάρνακα
Λεμεσού Λεωφόρος,,6041,Λάρνακα
Λεμεσού Λεωφόρος,,6042,Λάρνακα
Λεμεσού Λεωφόρος,,6043,Λάρνακα
Λεονάρδου Ντα Βίντσι,,6046,Λάρνακα
Λεονάρδου Ντα Βίντσι,,7102,Αραδίππου
Λεοναρίσσου,,7100,Αραδίππου
Λεοντίου Μαχαιρά,,6012,Λάρνακα
Λεοντίου Μαχαιρά,,7102,Αραδίππου
Λέοντος Νεμέας,,6047,Λάρνακα
Λέοντος Σοφού,,6021,Λάρνακα
Λέοντος Τολστόϊ,,6045,Λάρνακα
Λεοπόλδου Γκλάσνερ,,6041,Λάρνακα
Λέσβου,,6036,Λάρνακα
Λέσβου,,7101,Αραδίππου
Λευκάδος,,6012,Λάρνακα
Λευκάδος,,7102,Αραδίππου
Λευκάρων,,6056,Λάρνακα
Λεύκας,,7101,Αραδίππου
Λευκονοίκου,,6047,Λάρνακα
Λευκονοίκου,,7104,Αραδίππου
Λεύκωνος,,6013,Λάρνακα
Λεωνίδα Κιούπη,,6030,Λάρνακα
Λεωνίδου,,6030,Λάρνακα
Λεωνίδου,,7104,Αραδίππου
Λήμνου,,7102,Αραδίππου
Λιβαδιάς,,6040,Λάρνακα
Λιμνιών,,6055,Λάρνακα
Λιοσίων,,6018,Λάρνακα
Λιστ,,6056,Λάρνακα
Λοΐζου Φιλίππου,,6012,Λάρνακα
Λόρδου Βύρωνος,,6023,Λάρνακα
Λόρδου Βύρωνος,,7102,Αραδίππου
Λουδοβίκου Μπετόβεν,,6041,Λάρνακα
Λουζινιανών,,6015,Λάρνακα
Λουκή Ακρίτα,,6015,Λάρνακα
Λουκή Πιερίδη,,6021,Λάρνακα
Λουτρακίου,,6037,Λάρνακα
Λουτρακίου,,7101,Αραδίππου
Λυθράγκωμης,,7100,Αραδίππου
Λυκαβηττού,,6025,Λάρνακα
Λυκαβηττού,,7102,Αραδίππου
Λυκούργου,,6035,Λάρνακα
Λυκούργου,,7103,Αραδίππου
Λύρας Πλατεία,,6056,Λάρνακα
Λύσης,,6055,Λάρνακα
Λύσης,,7104,Αραδίππου
Λυσικράτους,,6030,Λάρνακα
Λυσίου,,6030,Λάρνακα
Λυσιστράτης,,7104,Αραδίππου
Λύσου Σανταμά,,6052,Λάρνακα
Μ,,,
Μαδαρής,,7104,Αραδίππου
Μακεδονίας,,6030,Λάρνακα
Μακεδονίας,,7100,Αραδίππου
Μακράσυκας,,6055,Λάρνακα
Μακράσυκας,,7100,Αραδίππου
Μάνης,,7103,Αραδίππου
Μάνου Κατράκη,,6041,Λάρνακα
Μάνου Κατράκη,,7101,Αραδίππου
Μάνου Λοΐζου,,6052,Λάρνακα
Μάνου Χατζηδάκι,,6040,Λάρνακα
Μανώλη Ανδρόνικου,,6041,Λάρνακα
Μανώλη Καλομοίρη,,6017,Λάρνακα
Μαραθάσας,,7104,Αραδίππου
Μαραθοβούνου,,6055,Λάρνακα
Μαραθοβούνου,,7104,Αραδίππου
Μαραθώνος,,6017,Λάρνακα
Μαραθώνος,,7104,Αραδίππου
Μαρίας Ιορδανίδου,,6057,Λάρνακα
Μαρίας Πιερίδου,,6050,Λάρνακα
Μαρίας Συγκλητικής,,6030,Λάρνακα
Μαρίκας Κοτοπούλη,,6027,Λάρνακα
Μάριου Σιαρή,,7104,Αραδίππου
Μαρκοπούλου,,7100,Αραδίππου
Μάρκου Δράκου,,6011,Λάρνακα
Μάρκου Δράκου,,7104,Αραδίππου
Μάρκου Μπότσαρη,,6018,Λάρνακα
Μάρκου Μπότσαρη,,7100,Αραδίππου
Μάρτιν Λούθερ Κιγκ,,6057,Λάρνακα
Μαυροϊδή,,6022,Λάρνακα
Μαχαιρά,,7103,Αραδίππου
Μεγάλου Αλεξάνδρου,,6030,Λάρνακα
Μεγάλου Αλεξάνδρου,,7104,Αραδίππου
Μεγάρων,,6040,Λάρνακα
Μεγάρων,,7104,Αραδίππου
Μεδούσης,,6059,Λάρνακα
Μελάθρου Ευγηρίας,,6010,Λάρνακα
Μελάναρκας,,6056,Λάρνακα
